paragraph,label
"A DPD jogosult a szolgáltatásokat felfüggeszteni, amennyiben igazolható módon az Ügyfél gazdasági, pénzügyi, jogszerű működésével kapcsolatban negatív eseményekről szerez tudomást, így különösen: csőd, felszámolás, végelszámolás, törvényességi felügyeleti eljárás, NAV- és egyéb végrehajtás, adószám felfüggesztés. ",3
"Ha a szerződés arról rendelkezik, hogy a digitális tartalom szolgáltatására vagy a digitális szolgáltatás nyújtására vagy hozzáférhetővé tételére a szerződésben meghatározott időtartam alatt kerül sor, a Szolgáltató akkor módosíthatja a digitális tartalmat vagy szolgáltatást a szerződésszerű teljesítés e rendelet szerinti követelményeit meghaladóan, ha ez a szerződés megfelelő indokot is megjelölő rendelkezésén alapul; a módosítással kapcsolatban a fogyasztót semmilyen többletköltség nem terheli; a fogyasztót világos és közérthető módon tájékoztatták a módosításról; és a 11.e. bekezdés szerinti esetben a módosítást megelőzően a Szolgáltató észszerű időben, tartós adathordozón tájékoztatja a fogyasztót a módosítás jellemzőiről és idejéről, a (2) bekezdés szerinti megszüntetési jog gyakorlásának lehetőségéről, valamint arról, ha a fogyasztónak lehetősége van a (4) bekezdés szerint a módosítás mellőzését kérni. A fogyasztó jogosult a fenti d) pontja szerinti tájékoztatás kézhezvételétől vagy a szerződés módosításától számított harminc napon belül a szerződést díjmentesen megszüntetni, ha a szerződés megváltozott feltételekkel történő teljesítése hátrányosan érinti a digitális tartalomhoz vagy a digitális szolgáltatáshoz való hozzáférését, illetve annak használatát, kivéve, ha a módosítás hátrányos hatása csekély mértékű. Ha a fogyasztó e bekezdés szerint megszünteti a szerződést, a 373/2021. (VI. 30.) Korm. rendelet 22. § (8) bekezdését és a 24-26. § rendelkezéseit megfelelően alkalmazni kell. Az előző rendelkezés nem alkalmazható, ha a Szolgáltató biztosítja a fogyasztó számára, hogy többletköltség nélkül megtartsa a módosítás nélküli digitális tartalmat vagy digitális szolgáltatást, feltéve, hogy a teljesítés a módosítás nélkül is szerződésszerű marad. (373/2021. (VI. 30.) Korm. rendelet 27. §)",0
"13.3 A Feltételek minden olyan rendelkezése, amelynek természeténél fogva fenn kell maradnia, a jelen Feltételek megszűnése után is fennmarad, ideértve többek között a tulajdonjogi rendelkezéseket, a szavatossági kizárásokat és a felelősségkorlátozásokat.",1
"4.2. A Kedvezményezett  a támogatás  összegét  az Okirat  5.1. pont jában meghatározott
támogatási időszakot terhelő, a támogat ott tevékenység  megvalósításával összefüggésben
felmerült és igazoltan e célra fordított, az EPER -ben elfogadott költségterv ben feltüntetett
költségek kiegyenlítésére használhatj a fel. A támog atás elszámolása során csak a támogatási
időszakot terhelő számlák számolhatók el.",1
"A vasúti társaság az alkalmazott árakról a vasútállomásokon és megállóhelyeken kifüggesztett utastájékoztató hirdetményekkel, illetve szórólapokkal ad tájékoztatást. Az alkalmazott kedvezmények igénybevételének részletes feltételei a Díjszabásban, külön rendelkezésekben és a honlapon minden esetben megtalálhatók.",3
"A fogyasztó kötelezettségei elállása vagy felmondása esetén visszaszolgáltatása - Ha a fogyasztó a 45/2014. (II. 26.) Korm. rendelet 22. §-nak megfelelően eláll a szerződéstől, köteles az Árut haladéktalanul, de legkésőbb az elállás közlésétől számított tizennégy napon belül visszaküldeni, illetve az Eladónak vagy az Eladó által az Áru átvételére meghatalmazott személynek átadni. A visszaküldés határidőben teljesítettnek minősül, ha a fogyasztó az Árut a határidő lejárta előtt elküldi. visszaszolgáltatásával kapcsolatos közvetlen költségek viselése",3
"A jogszabályok rendelkezéseinek megfelelően a web-áruházak kötelesek 48 órán belül visszaigazolni a Vásárló megrendelését. Abban az esetben, ha a Vásárló Belépőjegyet vásárol a Szolgáltató rendszerén keresztül, a jegyvásárlás a fizetés sikeres megtörténte után gyakorlatilag azonnal, valós időben megtörténik, és a Vásárló a megrendelt Belépőjegyeket elektronikus formában azonnal kézhez kapja. Így a 48 órán belüli megrendelés-visszaigazolás helyett a Vásárló magát a Belépőjegyet is tartalmazó visszaigazoló e-mailt (vagy más elektronikus formátumú üzenetet) veszi kézhez.",3
"A MÁO a vásárlás során megadott adatok elektronikus rögzítése során felmerült hibák azonosítását és kijavítását az alábbi eszközök útján biztosítja a Vevők részére. Bérletújítás esetén a bejelentkezési felület automatikus visszajelzést ad a Vevő részére, ha a megadott e-mail cím vagy vevőazonosító nem megfelelő. A vásárláshoz szükséges, azonban ki nem töltött adatsorokról a rendszer automatikus visszajelzést ad a Vevő részére. Ha a vásárlás során a Vevő valamely adatot helytelenül rögzített, a hiba kijavítása érdekében a „Vissza” gomb megnyomásával térhet vissza a korábbi felületre.",1
"4.5.1.1. Bankkártyás fizetés: A www.fonallak.hu áruházban lehetőség van bankkártyás fizetésre a Six Payment Services és a Big Fish Gateway Payment közreműködésével. A vásárló az online fizetési lehetőség választásával elfogadja a következő adattovábbítási nyilatkozatot is: „Elfogadom, hogy az ANBANA Kft. 2112 Veresegyház, Nádor u. 8. által a(z) www.fonallak.hu felhasználói adatbázisában tárolt alábbi személyes adataim átadásra kerüljenek a BIG FISH Internettechnológiai Kft. (székhely: 1066 Budapest, Nyugati tér 1-2.), mint adatfeldolgozó részére. A továbbított adatok köre: név-előtag, vezetéknév, keresztnév, számlázási cím, szállítási cím, telefonszám, e-mail cím, bankkártyaszám utolsó négy számjegye. Az adattovábbítás célja: a fizetési tranzakciókhoz szükséges adatkommunikáció lebonyolítása a kereskedő és a fizetési szolgáltató rendszere között, a tranzakciók visszakereshetőségének biztosítása a kereskedő partnerek számára.” ",0
"A Helyhez kötött telefonszolgáltatás vagy hangszolgáltatás előfeltétele a megfelelő hálózati kapcsolat (pl. kábeles hozzáférés esetén a kábeltelevíziós hálózat, réz-érpáras hálózatokon igénybe vehető hagyományos telefon Szolgáltatások vagy hangszolgáltatások esetén az ilyen hálózat) megléte illetőleg kiépítése.",3
"Amennyiben az Előfizető mobil rádiótelefon készülékének operációs rendszere lehetővé teszi, a „112” Egységes Európai Segélyhívószámra irányuló hívás esetén a tartózkodási hely pontosabb meghatározására irányuló adatátadásra kerül sor. Az Előfizető mobil rádiótelefon készülékébe beépített helymeghatározó rendszer által megállapított pozíciót az Előfizető mobiltelefon készüléke automatikusan adat SMS formájában a segélyhívó szervezetnek átadja. A segélyhívó szervezet számára küldött SMS hazai hálózatban díjmentes. ",0
"5. A BKK Zrt. az Alkalmazást „adott állapotában”, „minden hibájával együtt” és „megtekintett formájában” biztosítja a Felhasználók részére, és a megfelelő minőséggel, teljesítménnyel, pontossággal, eredményességgel kapcsolatos teljes kockázat a Felhasználót terheli.",3
5.2.2. Az egyedi hirdetési szerződéssel rendelkező Felhasználók az alábbi Szolgáltatásokat vásárolhatják meg hirdetésenként:,3
"Amennyiben a biztosító nem téríti meg a páciens felé a teljes összeget, az igénybe vett szolgáltatás utólagos pénzügyi visszatérítésére nincs mód.",4
"A gyártó akkor mentesül termékszavatossági kötelezettsége alól, ha bizonyítani tudja, hogy: az Árut nem üzleti tevékenysége körében gyártotta, illetve hozta forgalomba, vagy a hiba a tudomány és a technika állása szerint a forgalomba hozatal időpontjában nem volt felismerhető vagy az Áru hibája jogszabály vagy kötelező hatósági előírás alkalmazásából ered.",3
"103. Hibás teljesítés esetén a Fogyasztó legerősebb joga a jogszabályon alapuló kötelező jótállás, melyet jogszabály a 10/2024. (VI. 28.) IM rendeletben felsorolt, 10 000 Ft feletti eladási árú tartós fogyasztási cikkekre biztosít két vagy három évre. Azon tartós fogyasztási cikkek meghibásodása esetén, melyekre a kötelező jótállás vonatkozik a Fogyasztónak a hiba tényének közlésén túl, csak azt kell igazolnia, hogy a terméket az Alzától vásárolta. Az Alza ugyanakkor bizonyíthatja, hogy nem történt hibás teljesítés, mivel a hiba a teljesítést követően (pl. azt követően, hogy az Alza a megvásárolt terméket a Fogyasztónak átadta) keletkezett.",1
"3.6. Üzemeltető a Szolgáltatásaihoz szorosan kapcsolódó, tájékoztató üzeneteket küld a Felhasználók e-mail címére (rendszerüzenet), a Szolgáltatás teljesítésének részeként.",3
"5.5. Felhasználó kiválasztja a szállítási címet, majd a szállítási és fizetési módot, melyek a Felhasználó választása alapján a következőek lehetnek:",4
"38. A Szolgáltató a Finanszírozó által megjelölt határidőn belül köteles a Finanszírozó által megállapított hiányosságokat megszüntetni és a hibákat kijavítani, ezek megtörténtét a Finanszírozónak jelenteni, melynek ellenőrzésére a Finanszírozó jogosult.",3
"47. A megrendelés részletei nem hozzáférhetőek olyan harmadik felek számára, akik az ügyletben nem voltak érintettek, ez alól kivételt képez a hatályos jogszabályok alapján a bíróságok, hatóságok vagy egyéb harmadik felek részére történő kötelező adatszolgáltatás.",4
"13.2. Az Eladó szavatolja, hogy az általa leszállított áru hiba- és hiánymentes, valamint megfelel a hatályos jogszabályokban és a szerződésben, valamint a Vevő idevonatkozó utasításaiban, vasútüzemi előírásaiban foglalt követelményeknek, munkavédelmi, tűzvédelmi, egészségügyi és környezetvédelmi előírásoknak. Az Eladó az áru minőségét minőségi tanúsítvánnyal, műbizonylattal igazolja.",2
"134. A Fogyasztó a fenti 131. pontban bemutatott választott jogáról másikra térhet át. Az áttéréssel okozott költséget azonban köteles az Alzának megfizetni, kivéve, ha az áttérésre az Alza adott okot vagy az áttérés egyébként indokolt volt. Ezen szabály a kellékszavatossági jogok érvényesítése esetén is irányadó.",3
"A Vevő legkésőbb az elállás közlésétől számított tizennégy napon belül köteles a terméket visszaküldeni, illetve a vállalkozásnak vagy a vállalkozás által a termék átvételére meghatalmazott személynek átadni. A visszaküldés határidőben teljesítettnek minősül, ha a fogyasztó a terméket a határidő lejárta előtt elküldi, vagy a vállalkozásnak átadja.",2
"b) a biztosított ellátására vonatkozó dokumentumokba és az elszámolás alapjául szolgáló nyilvántartásokba való betekintésre,",4
"10.5 Ön elismeri, hogy a termékek megfelelnek az ügyletnek vagy a tervezett vásárlásnak, ha: (i) megfelelnek a Temu oldalon megadott leírásnak, és rendelkeznek a Temu oldalon bemutatott tulajdonságokkal; (ii) alkalmasak arra a célra, amelyre az ilyen típusú árukat általában használják; és (iii) olyan minőségűek és teljesítményűek, mint az azonos típusú áruk esetében szokásos és észszerűen elvárható. A nemzeti fogyasztóvédelmi jogszabályok törvényes jogokat biztosítanak Önnek, beleértve a termék megfelelőségére vonatkozó jogi garanciát. A helyi jogszabályok értelmében jogosult lehet különösen (a) a Szolgáltatások megfelelőségének biztosítására, vagy (b) a szerződés felmondására. Ön gyakorolhatja ezeket a jogait a harmadik fél kereskedőpartnerekkel szemben.",2
